Client_id;Identificador Cuenta; Negocio - Valor ;Negocio - Valor OK;Negocio - Tasa de Interés;P.P.Tasa;Tasa Ponderada;Negocio - Plazo;Negocio - Plazo OK;P.P.Plazo;Negocio - Sempli Score;Negocio - Sempli Score OK;Negocio - Score Experian Enero/19;Cliente;Cliente valor;Negocio - Fecha de ganado;Negocio - Fecha de ganado;Mes;Q;Año ganado;Negocio - Producto (Destinación);Negocio - Producto (Destinación);Negocio - Producto (Destinación) OK;Negocio - Plan de Pagos;Organización - Sector;Organización - Sector OK;Sector - Ok;Organización - Canal de Captura;Organización - Canal de Captura OK;Organización - Tipo de Empresa;Organización - Número de empleados;Organización - Número de empleados Mujeres;Organización - Número de empleados Mujeres con cargo directivo;Organización - Número de empleados OK;Organización - Año de Constitución;Organización - Año de Constitución OK;Organización - CIIU;Clase;División;División;Actividad eco  SEMPLI;Organización - Ciudad;Organización - Ciudad;Persona - Cargo;Organización - Estrato;Organización - Acceso a la banca;Negocio - Mujeres Empresarias;Oportunidad/Inclusión;ESG;Empresa - Tratos ganados;Trato - ID;Estado;Negocio - Seguro de Vida;Negocio - Tipo de Garantía;Empresa - Edad Empresarios;Empresa - Edad Empresarios OK;COVID19;Negocio - Subpoblación;Negocio - Score bureau;Negocio - Huella de consulta;Negocio - Alertas;Negocio - Procesos Judiciales;Máx Marzo17;Máx Abril17;Máx Mayo17;Máx Junio17;Máx Julio17;Máx Agos17;Máx Sept17;Máx Oct17;Máx Nov17;Máx Dic17;Máx Enero18;Máx Feb18;Máx Marzo18;Máx Abril18;Máx Mayo18;Máx Junio18;Máx Julio18;Máx Agos18;Máx Sept18;Máx Oct18;Máx Nov18;Máx Dic18;Máx Ene19;Máx Feb19;Máx Mar19;Máx Abr19;Máx May19;Máx Jun19;Máx Jul19;Máx Ago19;Máx Sep19;Máx Oct19;Máx Nov19;Máx Dic19;Máx Ene20;Máx Feb20;Máx Mar20;Máx Abr20;Máx May20;Máx Jun20;Máx JuL20;Máx Ago20;Máx Sep20;Máx Oct20;Máx Nov20;Máx Dic20;Máx Ene21;Máx Feb21;Máx Mar21;Máx Abr21;Máx May21;Máx Jun21;Máx Jul21;Máx Ago21;Máx Sep21;Máx Oct21;Máx Nov21;Máx Dic21;Máx Ene22;Máx Feb22;Máx Mar22;Máx Abr22;Máx May22;Máx Jun22;Máx Jul22;Máx Ago22;MAX ;Deterioro Cartera;Comportamiento;Mes >=30;Valor mora;icv;icv30;31/12/17;31/12/18;31/12/19;31/12/20;TU;PREPAGOS;CUOTAS;;;;;;;;;;;;;;;;;;;;;;;;;;
354685;5011; 45.000.000 ;0 a 100;1,4; 63.000.000 ;;36;25 a 36;1620000000;820;670 en adelante;;Renovación;1;2021-12-16 15:52:29;2021-12-16;2021-12;2021-Q4;2021;KT - CO Pago proveedores;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Comercio;Digital;Posicionamiento;Seed;6;2;1;1 a 10;2020;2018 en adelante;4659;Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Cartagena de indias;Otros;;3;No;Si;;No tiene;2;10849;;NO;Pagaré desmaterializado;36;35-44;No;Sub 4;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;3;0;1;4;1;3;0;4;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;;;;;;ACTIVE;#N/D;5011;;;;;;;;;;;;;;;;;;;;;;;;;;
361372;5013; 20.000.000 ;0 a 100;1,5; 30.000.000 ;;36;25 a 36;720000000;730;670 en adelante;;Renovación;1;2021-12-16 15:54:49;2021-12-16;2021-12;2021-Q4;2021;KT - CO Pago proveedores;KT - CO;KT - CO;Mensual Tasa Fija;Comercio;Comercio;Comercio;Directo;Directo;Seed;5;1;1;1 a 10;2020;2018 en adelante;4663;Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Barranquilla;Otros;;3;No;No;;No tiene;2;10878;;NO;Pagaré desmaterializado;48;Mayor de 45;No;Sub 4;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;7;2;0;7;0;7;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;;;;;;ACTIVE;#N/D;5013;;;;;;;;;;;;;;;;;;;;;;;;;;
376544;5015; 58.000.000 ;0 a 100;1,3; 75.400.000 ;;36;25 a 36;2088000000;860;670 en adelante;;Renovación;1;2021-12-16 15:52:53;2021-12-16;2021-12;2021-Q4;2021;KT - CO Pago proveedores;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Servicios;Partnerships;Partnerships;Seed;4;1;0;1 a 10;2020;2018 en adelante;6201;Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas);62;Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas;Software and Communications;Bogotá D.C.;Bogotá AM;;4;No;No;;No tiene;3;10877;;NO;Pagaré desmaterializado;51;Mayor de 45;No;Sub 4;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;1;0;0;1;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;;;;;;ACTIVE;#N/D;5015;;;;;;;;;;;;;;;;;;;;;;;;;;
058994;5016; 100.000.000 ;0 a 100;1,25; 125.000.000 ;;36;25 a 36;3600000000;790;670 en adelante;;Nuevo;0;2021-12-16 15:53:23;2021-12-16;2021-12;2021-Q4;2021;KT - EX Innovación, KT - CO Pago proveedores, KT - EX Acti. comerciales;KT - EX;Growth;Mensual Tasa Fija;Servicios;Servicios;Servicios;Partnerships;Partnerships;Seed;8;3;1;1 a 10;2017;2014-2017;6920;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;69;Actividades jurídicas y de contabilidad;Business Consulting;Bogotá D.C.;Bogotá AM;;4;No;No;;No tiene;1;10434;;NO;Pagaré desmaterializado, FNG Pago único;39;35-44;No;Sub 2;619;0;No;No procesos judiciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;Bueno;Siempre al día;Menos de 30;0;;;;;;;ACTIVE;#N/D;5016;;;;;;;;;;;;;;;;;;;;;;;;;;
395000;5018; 20.000.000 ;0 a 100;1,25; 25.000.000 ;;36;25 a 36;720000000;730;670 en adelante;;Renovación;1;2021-12-16 15:54:36;2021-12-16;2021-12;2021-Q4;2021;KT - CO Pago proveedores;KT - CO;KT - CO;Mensual Tasa Fija;Comercio;Comercio;Comercio;Digital;Posicionamiento;Seed;2;0;0;1 a 10;2020;2018 en adelante;4659;Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;;3;No;No;;No tiene;2;10853;;NO;Pagaré desmaterializado;28;25 - 34;No;Sub 4;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;7;5;0;1;0;8;3;0;8;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;;;;;;ACTIVE;#N/D;5018;;;;;;;;;;;;;;;;;;;;;;;;;;
399773;5019; 20.000.000 ;0 a 100;1,45; 29.000.000 ;;36;25 a 36;720000000;730;670 en adelante;;Renovación;1;2021-12-15 14:54:11;2021-12-15;2021-12;2021-Q4;2021;KT - CO Pago proveedores;KT - CO;KT - CO;Mensual Tasa Fija;Comercio;Comercio;Comercio;Digital;Posicionamiento;Seed;4;1;1;1 a 10;2020;2018 en adelante;4652;Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Medellín;Medellín AM;;3;No;Si;;No tiene;2;10854;;NO;Pagaré desmaterializado;36;35-44;No;Sub 4;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;Bueno;Siempre al día;Menos de 30;0;;;;;;;ACTIVE;#N/D;5019;;;;;;;;;;;;;;;;;;;;;;;;;;
406831;5020; 24.000.000 ;0 a 100;1,25; 30.000.000 ;;36;25 a 36;864000000;730;670 en adelante;;Renovación;1;2021-12-20 15:54:26;2021-12-20;2021-12;2021-Q4;2021;KT - CO Pago proveedores;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Servicios;Digital;Posicionamiento;Seed;6;2;0;1 a 10;2020;2018 en adelante;6201;Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas);62;Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas;Software and Communications;Medellín;Medellín AM;;5;No;No;;No tiene;2;10855;;NO;Pagaré desmaterializado;42;35-44;No;Sub 4;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;11;3;0;3;11;0;1;0;11;Bueno;Máxima altura entre 11 y 20;Menos de 30;0;;;;;;;ACTIVE;#N/D;5020;;;;;;;;;;;;;;;;;;;;;;;;;;
437125;5021; 24.000.000 ;0 a 100;1,35; 32.400.000 ;;36;25 a 36;864000000;730;670 en adelante;;Renovación;1;2021-12-17 15:09:38;2021-12-17;2021-12;2021-Q4;2021;KT - CO Pago proveedores;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Servicios;Digital;Posicionamiento;Seed;31;24;4;11 a 50;2020;2018 en adelante;8530;Establecimientos que combinan diferentes niveles de educación;85;Educación;Education, Culture, Entertainament;Bogotá D.C.;Bogotá AM;;5;No;No;;No tiene;2;10856;;NO;Pagaré desmaterializado;58;Mayor de 45;No;;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;1;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;;;;;;ACTIVE;#N/D;5021;;;;;;;;;;;;;;;;;;;;;;;;;;
246963;5023; 150.000.000 ;101 a 200;1,15; 172.500.000 ;;36;25 a 36;5400000000;1000;670 en adelante;;Renovación;1;2021-12-16 15:53:08;2021-12-16;2021-12;2021-Q4;2021;KT - EX Acti. comerciales;KT - EX;Growth;Mensual Tasa Fija;Servicios;Servicios;Servicios;Directo;Directo;Seed;4;4;1;1 a 10;2019;2018 en adelante;8621;Actividades de la práctica médica, sin internación;86;Actividades de atención de la salud humana;Health;Medellín;Medellín AM;;6;No;Si;;No tiene;2;10316;;NO;Pagaré desmaterializado, FNG Pago único;34;25 - 34;No;Sub 2;656;0;No;No procesos judiciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;0;0;10;0;0;0;0;10;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;;;;;;ACTIVE;#N/D;5023;;;;;;;;;;;;;;;;;;;;;;;;;;
361880;5024; 28.000.000 ;0 a 100;1,35; 37.800.000 ;;36;25 a 36;1008000000;890;670 en adelante;;Nuevo;0;2021-12-20 15:54:38;2021-12-20;2021-12;2021-Q4;2021;KT - CO Pago proveedores;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Servicios;Digital;Posicionamiento;Seed;11;8;3;11 a 50;2016;2014-2017;7020;Actividades de consultoría de gestión;70;"Actividades de administración empresarial; actividades de consultoría de gestión";Business Consulting;Cali;Otros;;4;No;No;;No tiene;1;10208;;NO;Pagaré desmaterializado, FNG Pago único;38;35-44;No;Sub 1;953;0;No;No procesos judiciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;4;0;9;7;9;1;0;9;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;;;;;;ACTIVE;#N/D;5024;;;;;;;;;;;;;;;;;;;;;;;;;;
406494;5025; 181.000.000 ;101 a 200;1,25; 226.250.000 ;;36;25 a 36;6516000000;790;670 en adelante;;Nuevo;0;2021-12-17 15:10:17;2021-12-17;2021-12;2021-Q4;2021;KT - CO Pago proveedores, KT - CO Compra de inventario;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Comercio;Digital;Posicionamiento;Venture;7;3;1;1 a 10;2020;2018 en adelante;4791;Comercio al por menor realizado a través de Internet;47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;;4;No;Si;;No tiene;1;10737;;NO;Pagaré desmaterializado, FNG Pago único;38;35-44;No;Sub 2;0;0;No;No procesos judiciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;Bueno;Siempre al día;Menos de 30;0;;;;;;;ACTIVE;#N/D;5025;;;;;;;;;;;;;;;;;;;;;;;;;;
545035;5026; 200.000.000 ;101 a 200;1,45; 290.000.000 ;;36;25 a 36;7200000000;790;670 en adelante;;Nuevo;0;2021-12-21 15:11:10;2021-12-21;2021-12;2021-Q4;2021;KT - CO Compra de inventario;KT - CO;KT - CO;Mensual Tasa Fija;Comercio;Comercio;Comercio;Directo;Directo;Scale Up;5;1;0;1 a 10;2012;2010-2013;4732;COMERCIO AL POR MENOR DE LUBRICANTES (ACEITES, GRASAS), ADITIVOS Y PRODUCTOS DE LIMPIEZA PARA VEHÍCULOS AUTOMOTORES;47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Medellín;Medellín AM;;3;Si;No;;No tiene;1;10374;REFINANCED_60;NO;Pagaré desmaterializado, FNG Pago único;32;25 - 34;No;Sub 2;580;1;No;Sí procesos judiciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;10;;10;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;;;;;;ACTIVE;#N/D;5026;;;;;;;;;;;;;;;;;;;;;;;;;;
573206;5027; 40.000.000 ;0 a 100;1,15; 46.000.000 ;;36;25 a 36;1440000000;790;670 en adelante;;Nuevo;0;2021-12-20 15:54:48;2021-12-20;2021-12;2021-Q4;2021;KT - EX Contratación de personal;KT - EX;Growth;Mensual Tasa Fija;Servicios;Servicios;Servicios;Directo;Directo;Seed;4;3;2;1 a 10;2012;2010-2013;7310;Publicidad;73;Publicidad y estudios de mercado;Business Consulting;Bucaramanga;Otros;;6;No;Si;;No tiene;1;10677;;NO;Pagaré desmaterializado, FNG Anual;40;35-44;No;Sub 2;0;0;No;No procesos judiciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;0;0;8;7;2;5;0;8;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;;;;;;ACTIVE;#N/D;5027;;;;;;;;;;;;;;;;;;;;;;;;;;
324885;5029; 100.000.000 ;0 a 100;1,15; 115.000.000 ;;36;25 a 36;3600000000;820;670 en adelante;;Nuevo;0;2021-12-23 14:38:59;2021-12-23;2021-12;2021-Q4;2021;KT - CO Compra de inventario;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Servicios;Posicionamiento;Posicionamiento;Seed;7;1;0;1 a 10;2019;2018 en adelante;3312;Mantenimiento y reparación especializado de maquinaria y equipo;33;Instalación, mantenimiento y reparación especializado de maquinaria y equipo;Services to businesses;Pereira;Otros;;6;No;No;;No tiene;1;10067;;NO;Pagaré desmaterializado, FNG Anual;39;35-44;No;Sub 1;953;0;No;No procesos judiciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;Bueno;Siempre al día;Menos de 30;0;;;;;;;ACTIVE;A;5029;;;;;;;;;;;;;;;;;;;;;;;;;;
285259;5034; 55.000.000 ;0 a 100;1,45; 79.750.000 ;;36;25 a 36;1980000000;890;670 en adelante;;Renovación;1;2021-12-22 15:03:06;2021-12-22;2021-12;2021-Q4;2021;KT - CO Pago de nómina;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Servicios;Digital;Posicionamiento;Seed;15;4;1;11 a 50;2019;2018 en adelante;6201;Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas);62;Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas;Software and Communications;Medellín;Medellín AM;;3;Si;No;;No tiene;2;10646;;NO;Pagaré desmaterializado, FNG Pago único;30;25 - 34;No;Sub 2;642;0;No;No procesos judiciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;Bueno;Siempre al día;Menos de 30;0;;;;;;;ACTIVE;#N/D;5034;;;;;;;;;;;;;;;;;;;;;;;;;;
248289;5035; 20.000.000 ;0 a 100;1,25; 25.000.000 ;;36;25 a 36;720000000;790;670 en adelante;;Nuevo;0;2021-12-21 15:11:27;2021-12-21;2021-12;2021-Q4;2021;KT - Ex Nuevos negocios;KT - EX;Growth;Mensual Tasa Fija;Servicios;Servicios;Servicios;Digital;Posicionamiento;Seed;2;1;1;1 a 10;2019;2018 en adelante;7010;Actividades de administración empresarial;70;"Actividades de administración empresarial; actividades de consultoría de gestión";Business Consulting;Bogotá D.C.;Bogotá AM;;4;No;No;;No tiene;1;10699;;NO;Pagaré desmaterializado, FNG Pago único;29;25 - 34;No;Sub 2;0;0;No;No procesos judiciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;7;10;10;10;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;;;;;;ACTIVE;#N/D;5035;;;;;;;;;;;;;;;;;;;;;;;;;;
448670;5044; 200.000.000 ;101 a 200;1,5; 300.000.000 ;;36;25 a 36;7200000000;790;670 en adelante;;Nuevo;0;2021-12-27 14:52:52;2021-12-27;2021-12;2021-Q4;2021;KT - EX Contratación de personal;KT - EX;Growth;Mensual Tasa Fija;Servicios;Servicios;Servicios;Directo;Directo;Venture;6;2;1;1 a 10;2021;2018 en adelante;7410;Actividades especializadas de diseño ;74;Otras actividades profesionales, científicas y técnicas;Education, Culture, Entertainament;Medellín;Medellín AM;;6;No;No;;Ambiental;1;10736;;NO;Pagaré desmaterializado;45;Mayor de 45;No;Sub 2;0;0;No;Sí procesos judiciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;1;0;0;1;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;;;;;;ACTIVE;#N/D;5044;;;;;;;;;;;;;;;;;;;;;;;;;;
940223;5045; 100.000.000 ;0 a 100;1,45; 145.000.000 ;;36;25 a 36;3600000000;757;670 en adelante;;Nuevo;0;2021-12-27 14:50:36;2021-12-27;2021-12;2021-Q4;2021;KT - CO Pago proveedores, KT - EX Contratación de personal;KT - CO;KT - CO;Mensual Tasa Fija;Comercio;Comercio;Industria;Directo;Directo;Venture;21;12;1;11 a 50;2016;2014-2017;1051;Elaboración de productos de molinería;10;Elaboración de productos alimenticios;Manufacturing;La Estrella;Medellín AM;;3;Si;No;;No tiene;1;10762;;NO;Pagaré desmaterializado, FNG Pago único;35;35-44;No;Sub 2;621;2;No;No procesos judiciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;4;4;2;4;3;4;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;;;;;;ACTIVE;#N/D;5045;;;;;;;;;;;;;;;;;;;;;;;;;;
120134;5048; 60.000.000 ;0 a 100;1,45; 87.000.000 ;;36;25 a 36;2160000000;798;670 en adelante;;Nuevo;0;2021-12-23 14:38:44;2021-12-23;2021-12;2021-Q4;2021;KT - CO Pago proveedores, KT - CO Compra de inventario;KT - CO;KT - CO;Mensual Tasa Fija;Comercio;Comercio;Comercio;Directo;Directo;Venture;7;3;0;1 a 10;2017;2014-2017;4721;Comercio al por menor de productos agrícolas para el consumo en establecimientos especializados;47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;Commerce, Mechants, Retail;La Unión;Otros;;3;No;No;;No tiene;1;10661;;NO;Pagaré desmaterializado, FNG Pago único;28;25 - 34;No;Sub 2;752;1;No;No procesos judiciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;0;0;4;7;6;9;9;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;;;;;;ACTIVE;#N/D;5048;;;;;;;;;;;;;;;;;;;;;;;;;;
034351;5049; 80.000.000 ;0 a 100;1,35; 108.000.000 ;;36;25 a 36;2880000000;790;670 en adelante;;Nuevo;0;2021-12-23 10:59:09;2021-12-23;2021-12;2021-Q4;2021;KT - Ex Nuevos negocios;KT - EX;Growth;Mensual Tasa Fija;Servicios;Servicios;Servicios;Posicionamiento;Posicionamiento;Venture;5;3;2;1 a 10;1997;0 a 2005;4923;Transporte de carga por carretera;49;"Transporte terrestre; transporte por tuberías";Transport, Logistics;Bogotá D.C.;Bogotá AM;;4;Si;Si;;No tiene;1;10714;REFINANCED_60;NO;Pagaré desmaterializado, FNG Anual;57;Mayor de 45;No;Sub 2;647;2;No;No procesos judiciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;0;6;8;7;38;;38;Atrasado;Ha entrado en PAR30;Menos de 30;1;;;;;;;ACTIVE;#N/D;5049;;;;;;;;;;;;;;;;;;;;;;;;;;
978290;5052; 60.000.000 ;0 a 100;1,45; 87.000.000 ;;36;25 a 36;2160000000;790;670 en adelante;;Nuevo;0;2021-12-27 14:53:07;2021-12-27;2021-12;2021-Q4;2021;KT - CO Compra de inventario;KT - CO;KT - CO;Mensual Tasa Fija;Comercio;Comercio;Comercio;Digital;Posicionamiento;Venture;9;7;1;1 a 10;2016;2014-2017;4659;Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Cajicá;Otros;;3;Si;No;;No tiene;1;10717;;NO;Pagaré desmaterializado, FNG Pago único;39;35-44;No;Sub 2;506;2;No;No procesos judiciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;3;4;4;2;4;3;4;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;;;;;;ACTIVE;#N/D;5052;;;;;;;;;;;;;;;;;;;;;;;;;;
495632;5054; 140.000.000 ;101 a 200;1,3; 182.000.000 ;;36;25 a 36;5040000000;757;670 en adelante;;Nuevo;0;2021-12-29 15:09:52;2021-12-29;2021-12;2021-Q4;2021;KT - EX Contratación de personal, KT - EX Acti. comerciales;KT - EX;Growth;Mensual Tasa Fija;Servicios;Servicios;Servicios;Directo;Directo;Seed;17;5;0;11 a 50;2021;2018 en adelante;5221;Actividades de estaciones, vías y servicios complementarios para el transporte terrestre;52;Almacenamiento y actividades complementarias al transporte;Transport, Logistics;Itagüí;Medellín AM;;4;No;No;;No tiene;1;10803;;NO;Pagaré desmaterializado;55;Mayor de 45;No;Sub 2;0;0;No;Sí procesos judiciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2;0;1;0;0;2;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;;;;;;ACTIVE;#N/D;5054;;;;;;;;;;;;;;;;;;;;;;;;;;
235003;5055; 20.000.000 ;0 a 100;1,45; 29.000.000 ;;24;13 a 24;480000000;790;670 en adelante;;Nuevo;0;2021-12-27 14:51:39;2021-12-27;2021-12;2021-Q4;2021;KT - CO Pago proveedores;KT - CO;KT - CO;Mensual Tasa Fija;Comercio;Comercio;Industria;Digital;Posicionamiento;Seed;9;2;0;1 a 10;2008;2006-2009;1812;Actividades de servicios relacionados con la impresión;18;Actividades de impresión y de producción de copias a partir de grabaciones originales ;Manufacturing;Bogotá D.C.;Bogotá AM;;3;Si;No;;No tiene;1;10746;;NO;Pagaré desmaterializado, FNG Pago único;36;35-44;No;Sub 2;622;0;No;No procesos judiciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;4;0;1;0;4;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;;;;;;ACTIVE;#N/D;5055;;;;;;;;;;;;;;;;;;;;;;;;;;
409140;5056; 60.000.000 ;0 a 100;1,35; 81.000.000 ;;36;25 a 36;2160000000;798;670 en adelante;;Nuevo;0;2021-12-27 14:50:58;2021-12-27;2021-12;2021-Q4;2021;KT - CO Pago proveedores, KT - Ex Nuevos negocios;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Servicios;Digital;Posicionamiento;Seed;4;3;1;1 a 10;2011;2010-2013;7020;Actividades de consultoría de gestión;70;"Actividades de administración empresarial; actividades de consultoría de gestión";Business Consulting;Medellín;Medellín AM;;4;Si;No;;No tiene;1;10773;;NO;Pagaré desmaterializado, FNG Pago único;44;35-44;No;Sub 2;699;0;No;Sí procesos judiciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;4;3;4;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;;;;;;ACTIVE;#N/D;5056;;;;;;;;;;;;;;;;;;;;;;;;;;
136946;5057; 20.000.000 ;0 a 100;1,25; 25.000.000 ;;24;13 a 24;480000000;807;670 en adelante;;Renovación;1;2021-12-28 14:38:45;2021-12-28;2021-12;2021-Q4;2021;KT - CO Compra de inventario;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Servicios;Digital;Posicionamiento;Seed;6;2;0;1 a 10;2017;2014-2017;4329;Otras instalaciones especializadas;43;Actividades especializadas para la construcción de edificios y obras de ingeniería civil;Construction activities;Bogotá D.C.;Bogotá AM;;3;Si;No;;No tiene;2;10254;;NO;Pagaré desmaterializado, FNG Pago único;57;Mayor de 45;No;Sub 1;75;3;No;Sí procesos judiciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3;0;0;3;0;30;61;93;93;Atrasado;Ha entrado en PAR30;Menos de 30;1;;;;;;;ACTIVE;#N/D;5057;;;;;;;;;;;;;;;;;;;;;;;;;;
